url,status,found_via,note
https://www.dynamocks.us/products/ace-crew-length-men-women-designer-funky-creative-socks-unisex-socks,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/allure-colorful-cool-design-fashionable-casual-mens-socks-stylish-designer-womens-socks-collection,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/ankle-socks-pack-of-3,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/artistic-crew-length-socks-combo-gift-box-vibrant-colorful-design-comfortable-for-every-day-copy,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/artistic-crew-length-socks-comic-crash-vibrant-colorful-design-comfortable-for-every-day-copy,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/artistic-crew-length-socks-fresco,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/artistic-crew-length-socks-skulls-roses-vibrant-colorful-design-comfortable-for-every-day,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/artistic-crew-length-socks-voyager-vibrant-colorful-design-comfortable-for-every-day,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/banger-ankle-length-socks-cotton-ankle-socks,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/bold-stripes-3-0-crew-length-socks-premium-cotton-dress-socks-for-men-and-women,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/bold-stripes-4-0-ankle-length-socks,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/colorful-cotton-ankle-socks-swoon-ankle-length-socks,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/cotton-ankle-socks-banana-ankle-length-socks,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
https://www.dynamocks.us/products/cotton-ankle-socks-beer-ankle-length-socks,429,sitemap_products_1.xml?from=8062650319064&to=9344559120600,"in local mirror as live — Shopify may just be slow, worth a manual re-check"
